ID;RUN;Nombre;Apellidos;Dirección;"Correo Electrónico";Teléfono;tipo;titular;rol;profesión;especialidad;firma;"institucion previsional de salud";
155;168356-K;"Antonio Miguel";"Rodríguez Díaz";"Av. Libertador Bernardo O'Higgins 9839";antonio.rodriguez@mailficticio.cl;996290944;titular;168356-K;"Staff Médico";Kinesiólogo/a;;"sin firma";"Colmena de avispas S.A.";
156;765645-9;"Carmen Carmen";"Díaz Muñoz";"Av. Los Leones 7926";carmen.diaz@mailficticio.cl;928361382;beneficiario;757081-3;Paciente;;;"sin firma";"sinsalud S.A.";
157;519131-9;Lucía;"Espinoza Contreras";"Av. Vicuña Mackenna 1164";lucia.espinoza@dominiofake.net;998686646;beneficiario;724905-5;Paciente;;;"sin firma";"Medibanc S.A.";
158;597138-1;Daniel;"Martínez Pérez";"Av. Providencia 8319";daniel.martinez@mailficticio.cl;970823830;titular;597138-1;Paciente;;;"sin firma";"Salud Ltda.";
159;594576-3;Lucía;"Martínez Silva";"Av. Manuel Montt 7933";lucia.martinez@mailficticio.cl;967579483;beneficiario;452430-6;Paciente;;;"sin firma";"especial S.A.";
160;311081-8;María;"Morales Valenzuela";"Av. Los Leones 11106";maria.morales@mailficticio.cl;996750106;titular;311081-8;Paciente;;;./firma/160;"Vida uno S.A.";
161;120683-4;José;Hernández;"Av. Manuel Montt 5725";jose.hernandez@mailficticio.cl;982610046;beneficiario;100307-0;Paciente;;;"sin firma";"Medibanc S.A.";
162;237738-1;Isabel;"Díaz Muñoz";"Av. Macul 5550";isabel.diaz@dominiofake.net;987919441;beneficiario;219717-0;Paciente;;;"sin firma";"Menos vida S.A.";
163;869883-K;Sofía;Díaz;"Av. Macul 6851";sofia.diaz@mailficticio.cl;963794597;beneficiario;243727-9;Paciente;;;"sin firma";"sinsalud S.A.";
164;777216-5;"Carmen Marta";"Contreras Soto";"Av. Irarrazabal 1594";carmen.contreras@mailficticio.cl;917943774;beneficiario;649657-1;Paciente;;;"sin firma";"Fundación e imperio";
165;257656-2;Diego;"Flores Araya";"Av. Grecia 2678";diego.flores@prueba.org;982364847;beneficiario;222221-3;Paciente;;;"sin firma";"Medibanc S.A.";
166;799960-7;Diego;"Sepúlveda Morales";"Av. Grecia 10802";diego.sepulveda@correoexample.com;940779941;beneficiario;816272-7;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
167;237637-7;Andrés;Valenzuela;"Av. La Florida 692";andres.valenzuela@correoexample.com;926911263;titular;237637-7;Paciente;;;"sin firma";"Colmena de avispas S.A.";
168;199846-3;"Lucía Javier";"Valenzuela Flores";"Av. Pajaritos 5938";lucia.valenzuela@correoexample.com;903446021;titular;199846-3;Paciente;;;"sin firma";"Cruz de Malta S.A.";
169;719100-6;Javier;"Silva Díaz";"Av. La Florida 342";javier.silva@correoexample.com;970747374;beneficiario;222642-1;Paciente;;;"sin firma";"sinsalud S.A.";
170;618517-7;Sofía;"González Rodríguez";"Av. Independencia 5372";sofia.gonzalez@mailficticio.cl;930886232;beneficiario;781728-2;Paciente;;;"sin firma";"Fundación e imperio";
171;967475-6;Diego;"Rojas López";"Av. Libertador Bernardo O'Higgins 8693";diego.rojas@correoexample.com;955590873;beneficiario;557228-2;Paciente;;;"sin firma";"especial S.A.";
172;136090-6;Sofía;Hernández;"Av. Vicuña Mackenna 3454";sofia.hernandez@mailficticio.cl;979713658;beneficiario;145123-5;Paciente;;;"sin firma";"Fundación e imperio";
173;888308-4;"Miguel Paula";"Rodríguez Morales";"Av. Grecia 1358";miguel.rodriguez@mailficticio.cl;939129574;beneficiario;946039-K;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
174;568898-1;José;"Martínez Díaz";"Av. Libertador Bernardo O'Higgins 10290";jose.martinez@correoexample.com;902322870;beneficiario;263380-9;Paciente;;;"sin firma";"Menos vida S.A.";
175;816290-5;Carmen;Morales;"Av. Macul 10956";carmen.morales@dominiofake.net;997637615;titular;816290-5;Paciente;;;"sin firma";FONASA;
176;275377-4;Laura;"González Pérez";"Av. Macul 8512";laura.gonzalez@prueba.org;976795472;titular;275377-4;Paciente;;;"sin firma";"Salud Ltda.";
177;358534-4;Andrés;"Sin Apellidos";"Av. Macul 10737";andres.contreras@mailficticio.cl;943107806;beneficiario;517959-9;Paciente;;;"sin firma";"sinsalud S.A.";
178;199282-1;Lucía;González;"Av. Tobalaba 3408";lucia.gonzalez@mailficticio.cl;933399313;beneficiario;905504-5;Paciente;;;"sin firma";FONASA;
179;687581-5;Marta;"Rodríguez Torres";"Av. Independencia 382";marta.rodriguez@prueba.org;909778390;titular;687581-5;"Staff Médico";Médico;"Obstetricia Y Ginecología";./firma/179;FONASA;
180;321706-K;"Miguel Laura";"López Soto";"Av. Apoquindo 7336";miguel.lopez@correoexample.com;976082745;titular;321706-K;Paciente;;;"sin firma";"Vida uno S.A.";
181;366776-6;Ana;"Soto Hernández";"Av. Recoleta 7155";ana.soto@dominiofake.net;938597730;beneficiario;991782-9;Paciente;;;"sin firma";"Salud Ltda.";
182;315243-K;"Laura Ana";Muñoz;"Av. Manuel Montt 1303";laura.munoz@mailficticio.cl;952720267;beneficiario;759380-5;Paciente;;;"sin firma";"Cruz de Malta S.A.";
183;522089-0;Diego;"Díaz Contreras";"Av. Libertador Bernardo O'Higgins 407";diego.diaz@mailficticio.cl;935068421;titular;522089-0;Paciente;;;"sin firma";"Menos vida S.A.";
184;437348-0;"Laura Marta";"Sepúlveda Hernández";"Av. Providencia 7619";laura.sepulveda@correoexample.com;950330285;titular;437348-0;"Staff Médico";Tens;;"sin firma";FONASA;
185;777137-1;Luis;"López Contreras";"Av. Apoquindo 10862";luis.lopez@correoexample.com;989395696;beneficiario;694689-5;Paciente;;;"sin firma";"Vida uno S.A.";
186;867971-1;Ana;"Silva Espinoza";"Av. Grecia 6156";ana.silva@prueba.org;961566909;beneficiario;768617-K;Paciente;;;"sin firma";"Menos vida S.A.";
187;167731-4;Pedro;"Espinoza Espinoza";"Av. Libertador Bernardo O'Higgins 9618";pedro.espinoza@mailficticio.cl;998483642;titular;167731-4;Administrativo;;;"sin firma";"Fundación e imperio";
188;300535-6;Luis;"Rodríguez Silva";"Av. Irarrazabal 8295";luis.rodriguez@dominiofake.net;909581721;beneficiario;160706-5;Paciente;;;"sin firma";"Medibanc S.A.";
189;432480-3;Luis;"Soto Pérez";"Av. Apoquindo 10380";luis.soto@prueba.org;955098310;beneficiario;983986-0;Paciente;;;"sin firma";"Cruz de Malta S.A.";
190;163639-1;Javier;Fuentes;"Av. Manuel Montt 5653";javier.fuentes@prueba.org;905323197;beneficiario;899004-2;Paciente;;;"sin firma";FONASA;
191;286094-5;"Lucía Isabel";"Pérez Silva";"Av. Vicuña Mackenna 4341";lucia.perez@dominiofake.net;990985455;beneficiario;963567-K;Paciente;;;"sin firma";"especial S.A.";
192;758519-5;Andrés;"Hernández Díaz";"Av. Manuel Montt 252";andres.hernandez@dominiofake.net;985604668;titular;758519-5;Paciente;;;"sin firma";"sinsalud S.A.";
193;235177-3;Luis;"Muñoz Muñoz";"Av. Vicuña Mackenna 10638";luis.munoz@dominiofake.net;966618496;beneficiario;218507-5;Paciente;;;"sin firma";"sinsalud S.A.";
194;816388-K;"Pedro Daniel";"Díaz Rojas";"Av. Los Leones 8997";pedro.diaz@dominiofake.net;989868837;beneficiario;530665-5;Paciente;;;"sin firma";"Menos vida S.A.";
195;850938-7;"Isabel Pedro";"Muñoz Hernández";"Av. La Florida 706";isabel.munoz@prueba.org;959591412;beneficiario;908056-2;Paciente;;;"sin firma";"Vida uno S.A.";
196;739973-1;Juan;"Flores Martínez";"Av. Los Leones 4109";juan.flores@dominiofake.net;959731350;titular;739973-1;Paciente;;;"sin firma";FONASA;
197;160919-K;José;López;"Av. Macul 3156";jose.lopez@correoexample.com;972429101;titular;160919-K;Paciente;;;"sin firma";FONASA;
198;391429-1;Isabel;"Díaz Muñoz";"Av. La Florida 9002";isabel.diaz@dominiofake.net;984901855;beneficiario;415720-6;Paciente;;;"sin firma";"Menos vida S.A.";
199;781172-1;"Ana Marta";"Rojas Valenzuela";"Av. Los Leones 7624";ana.rojas@dominiofake.net;992796790;beneficiario;963405-3;Paciente;;;"sin firma";"sinsalud S.A.";
200;168034-K;"Lucía Paula";Martínez;"Av. Manuel Montt 1020";lucia.martinez@prueba.org;967778216;titular;168034-K;Administrativo;;;"sin firma";"Colmena de avispas S.A.";
201;730747-0;Diego;Morales;"Av. Tobalaba 8138";diego.morales@prueba.org;958181273;beneficiario;460310-9;Paciente;;;"sin firma";"Medibanc S.A.";
202;419152-8;Andrés;"Pérez Martínez";"Av. Los Leones 7843";andres.perez@correoexample.com;999888396;beneficiario;151413-K;Paciente;;;"sin firma";"Menos vida S.A.";
203;693992-9;Isabel;"González Muñoz";"Av. Tobalaba 4681";isabel.gonzalez@correoexample.com;909933207;titular;693992-9;Paciente;;;"sin firma";FONASA;
204;796005-0;Laura;Soto;"Av. Irarrazabal 6597";laura.soto@mailficticio.cl;998140440;beneficiario;762728-9;Paciente;;;"sin firma";"Vida uno S.A.";
205;653713-8;Sofía;"Pérez Morales";"Av. Apoquindo 4098";sofia.perez@prueba.org;915041851;beneficiario;256820-9;Paciente;;;"sin firma";"Colmena de avispas S.A.";
206;417532-8;"Sofía Paula";"Contreras Flores";"Av. Los Leones 3589";sofia.contreras@mailficticio.cl;955518603;titular;417532-8;Administrativo;;;"sin firma";"especial S.A.";
207;216440-K;Juan;"Fuentes Valenzuela";"Av. Matta 6912";juan.fuentes@correoexample.com;949378442;titular;216440-K;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
208;447799-5;Isabel;"Araya Martínez";"Av. Manuel Montt 1179";isabel.araya@mailficticio.cl;945684515;beneficiario;778859-2;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
209;530490-3;Antonio;"González Rojas";"Av. Manuel Montt 7211";antonio.gonzalez@prueba.org;931882254;beneficiario;979431-K;Paciente;;;"sin firma";"Colmena de avispas S.A.";
210;245728-8;"Juan Javier";"Torres Díaz";"Av. Vicuña Mackenna 1346";juan.torres@dominiofake.net;928204248;titular;245728-8;Paciente;;;"sin firma";"Colmena de avispas S.A.";
211;373377-7;"María Juan";"Fuentes Torres";"Av. Pajaritos 8058";maria.fuentes@correoexample.com;907058126;beneficiario;506750-2;Paciente;;;"sin firma";"especial S.A.";
212;766332-3;Marta;Torres;"Av. Grecia 7219";marta.torres@correoexample.com;902406091;beneficiario;242147-K;Paciente;;;"sin firma";"Vida uno S.A.";
213;983986-0;Javier;Rodríguez;"Av. Apoquindo 1816";javier.rodriguez@dominiofake.net;912609951;titular;983986-0;Paciente;;;"sin firma";"Cruz de Malta S.A.";
214;662432-4;Carmen;"Sepúlveda Silva";"Av. Pajaritos 447";carmen.sepulveda@mailficticio.cl;947709083;titular;662432-4;Paciente;;;./firma/214;"Colmena de avispas S.A.";
215;783792-5;"Isabel Isabel";Fuentes;"Av. Apoquindo 4140";isabel.fuentes@mailficticio.cl;963704243;beneficiario;982438-3;Paciente;;;"sin firma";"Menos vida S.A.";
216;985456-8;Francisco;González;"Av. Irarrazabal 5607";francisco.gonzalez@mailficticio.cl;943541545;beneficiario;175125-5;Paciente;;;"sin firma";"Medibanc S.A.";
217;617869-3;Javier;Rojas;"Av. Manuel Montt 5731";javier.rojas@prueba.org;935002319;beneficiario;124037-4;Paciente;;;"sin firma";"especial S.A.";
218;505481-8;Marta;"López Flores";"Av. Tobalaba 65";marta.lopez@correoexample.com;947412150;titular;505481-8;Paciente;;;"sin firma";"Salud Ltda.";
219;315949-3;José;"Soto Morales";"Av. Recoleta 8225";jose.soto@dominiofake.net;966740573;beneficiario;464457-3;Paciente;;;"sin firma";"Vida uno S.A.";
220;300208-K;Juan;"Torres Morales";"Av. La Florida 1513";juan.torres@dominiofake.net;962317201;beneficiario;778859-2;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
221;545489-1;"María Antonio";Pérez;"Av. Los Leones 6093";maria.perez@prueba.org;987544841;beneficiario;497261-9;Paciente;;;"sin firma";"Salud Ltda.";
222;845603-8;"Sofía Marta";Fuentes;"Av. Irarrazabal 5524";sofia.fuentes@prueba.org;980232285;titular;845603-8;Paciente;;;"sin firma";"Salud Ltda.";
223;818889-0;Francisco;Contreras;"Av. Macul 10853";francisco.contreras@correoexample.com;922735362;beneficiario;658453-5;Paciente;;;"sin firma";"Fundación e imperio";
224;185584-0;Paula;Araya;"Av. Apoquindo 8488";paula.araya@mailficticio.cl;987543958;titular;185584-0;Paciente;;;"sin firma";FONASA;
225;888454-4;María;"Fuentes Sepúlveda";"Av. Macul 1974";maria.fuentes@dominiofake.net;968798051;titular;888454-4;Administrativo;;;"sin firma";"Medibanc S.A.";
226;478811-7;Marta;"Torres Contreras";"Av. Macul 2871";marta.torres@prueba.org;977753024;titular;478811-7;Paciente;;;"sin firma";"especial S.A.";
227;223095-K;Carmen;Hernández;"Av. Vicuña Mackenna 11912";carmen.hernandez@prueba.org;902809872;beneficiario;511557-4;Paciente;;;"sin firma";"Medibanc S.A.";
228;280759-9;"Diego Juan";"Silva Soto";"Av. Apoquindo 3622";diego.silva@dominiofake.net;906874485;beneficiario;738274-K;Paciente;;;"sin firma";"Salud Ltda.";
229;987212-4;Luis;Fuentes;"Av. Recoleta 1306";luis.fuentes@mailficticio.cl;978016636;beneficiario;936343-2;Paciente;;;"sin firma";"Colmena de avispas S.A.";
230;912360-1;Paula;Silva;"Av. Matta 8902";paula.silva@dominiofake.net;912877738;titular;912360-1;Paciente;;;"sin firma";FONASA;
231;812146-K;"Javier Sofía";Araya;"Av. Matta 8091";javier.araya@mailficticio.cl;985160785;beneficiario;963153-4;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
232;709440-K;Daniel;Díaz;"Av. Manuel Montt 1475";daniel.diaz@mailficticio.cl;929334003;beneficiario;962347-7;Paciente;;;"sin firma";FONASA;
233;933098-4;María;"Hernández Soto";"Av. Grecia 1467";maria.hernandez@mailficticio.cl;928845511;titular;933098-4;"Staff Médico";Médico;"Obstetricia Y Ginecología";./firma/233;"Colmena de avispas S.A.";
234;739604-K;Pedro;"Soto Soto";"Av. Grecia 7451";pedro.soto@mailficticio.cl;919565800;titular;739604-K;Paciente;;;"sin firma";"Vida uno S.A.";
235;798081-7;José;"Soto Contreras";"Av. Vicuña Mackenna 3961";jose.soto@correoexample.com;985712245;beneficiario;413451-6;Paciente;;;"sin firma";"Fundación e imperio";
236;124597-K;Ana;"González Flores";"Av. Apoquindo 6580";ana.gonzalez@dominiofake.net;964460855;beneficiario;244668-5;Paciente;;;"sin firma";"Fundación e imperio";
237;431971-0;"Juan Miguel";"Hernández Rodríguez";"Av. La Florida 8681";juan.hernandez@prueba.org;961766453;beneficiario;906960-7;Paciente;;;"sin firma";"especial S.A.";
238;560344-7;"Daniel Miguel";"Torres Martínez";"Av. Independencia 5320";daniel.torres@dominiofake.net;982324164;titular;560344-7;Administrativo;;;"sin firma";"sinsalud S.A.";
239;428425-9;Andrés;"Díaz Torres";"Av. La Florida 6631";andres.diaz@prueba.org;968353443;beneficiario;425192-K;Paciente;;;"sin firma";"Colmena de avispas S.A.";
240;507105-4;"Luis Antonio";"Rojas López";"Av. Macul 10290";luis.rojas@dominiofake.net;938117175;titular;507105-4;Paciente;;;"sin firma";FONASA;
241;263813-4;Miguel;"Torres Silva";"Av. Providencia 4719";miguel.torres@prueba.org;905249863;beneficiario;624801-2;Paciente;;;"sin firma";"Colmena de avispas S.A.";
242;678984-6;Juan;"Hernández Fuentes";"Av. Matta 11342";juan.hernandez@correoexample.com;987284542;beneficiario;227165-6;Paciente;;;"sin firma";"Vida uno S.A.";
243;492423-1;Miguel;"Araya Morales";"Av. Manuel Montt 9127";miguel.araya@mailficticio.cl;973866229;beneficiario;316167-6;Paciente;;;"sin firma";"Colmena de avispas S.A.";
244;998873-4;Luis;"Rojas Contreras";"Av. Grecia 2716";luis.rojas@correoexample.com;955331668;titular;998873-4;Paciente;;;"sin firma";"Colmena de avispas S.A.";
245;352809-K;María;Torres;"Av. Tobalaba 4717";maria.torres@correoexample.com;954510509;titular;352809-K;Paciente;;;"sin firma";FONASA;
246;911649-4;Diego;"Soto Pérez";"Av. Recoleta 2991";diego.soto@mailficticio.cl;964429727;beneficiario;733083-9;Paciente;;;"sin firma";"Vida uno S.A.";
247;660683-0;"Pedro Francisco";"Hernández Espinoza";"Av. Matta 5958";pedro.hernandez@prueba.org;911689925;titular;660683-0;Paciente;;;"sin firma";FONASA;
248;531756-8;Paula;Flores;"Av. La Florida 6796";paula.flores@dominiofake.net;910332855;beneficiario;788489-3;Paciente;;;"sin firma";"Menos vida S.A.";
249;795774-2;Javier;Morales;"Av. Vicuña Mackenna 6518";javier.morales@dominiofake.net;971908885;beneficiario;733083-9;Paciente;;;"sin firma";"Vida uno S.A.";
250;782800-4;Paula;Araya;"Av. Macul 192";paula.araya@mailficticio.cl;976349262;beneficiario;508308-7;Paciente;;;"sin firma";FONASA;
251;194294-8;Isabel;"Muñoz Rodríguez";"Av. Matta 3399";isabel.munoz@dominiofake.net;998356670;titular;194294-8;Paciente;;;"sin firma";"sinsalud S.A.";
252;884360-0;"José Juan";"Rojas Díaz";"Av. Grecia 2260";jose.rojas@correoexample.com;988794005;titular;884360-0;Paciente;;;"sin firma";"Menos vida S.A.";
253;129409-1;Marta;"Muñoz Sepúlveda";"Av. Providencia 7666";marta.munoz@mailficticio.cl;945098594;titular;129409-1;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
254;713016-3;Juan;"Martínez Contreras";"Av. Grecia 2125";juan.martinez@correoexample.com;921396810;beneficiario;841203-0;Paciente;;;"sin firma";"Vida uno S.A.";
255;253451-7;"Francisco Laura";"González Valenzuela";"Av. Providencia 10141";francisco.gonzalez@correoexample.com;942152272;titular;253451-7;Paciente;;;"sin firma";"Colmena de avispas S.A.";
256;159355-2;"Carmen Lucía";Contreras;"Av. Libertador Bernardo O'Higgins 4309";carmen.contreras@correoexample.com;956994677;titular;159355-2;Paciente;;;"sin firma";"sinsalud S.A.";
257;334196-8;"Paula Daniel";"Rojas Hernández";"Av. Manuel Montt 9133";paula.rojas@dominiofake.net;999859770;titular;334196-8;Paciente;;;./firma/257;FONASA;
258;609072-9;Andrés;"Muñoz González";"Av. Matta 6589";andres.munoz@correoexample.com;926157482;beneficiario;167731-4;Paciente;;;"sin firma";"Fundación e imperio";
259;148523-7;Daniel;González;"Av. Vicuña Mackenna 6769";daniel.gonzalez@dominiofake.net;974107336;beneficiario;213875-1;Paciente;;;"sin firma";"Menos vida S.A.";
260;598496-3;Luis;"González Morales";"Av. Tobalaba 8507";luis.gonzalez@mailficticio.cl;930639453;titular;598496-3;Paciente;;;"sin firma";FONASA;
261;904731-K;Lucía;Valenzuela;"Av. Vicuña Mackenna 6464";lucia.valenzuela@correoexample.com;992341906;titular;904731-K;Paciente;;;"sin firma";"Cruz pal cielo Ltda.";
262;800403-K;Carmen;Díaz;"Av. Matta 7427";carmen.diaz@prueba.org;987200265;titular;800403-K;Administrativo;;;"sin firma";"Colmena de avispas S.A.";
263;759446-1;Luis;"Pérez Espinoza";"Av. Manuel Montt 9613";luis.perez@prueba.org;977868431;beneficiario;194970-5;Paciente;;;"sin firma";"sinsalud S.A.";
264;488171-0;Juan;Espinoza;"Av. Matta 9103";juan.espinoza@dominiofake.net;906595630;titular;488171-0;Paciente;;;"sin firma";"Vida uno S.A.";
265;985378-2;Juan;"Flores Martínez";"Av. Macul 11486";juan.flores@correoexample.com;927091059;titular;985378-2;Paciente;;;"sin firma";"especial S.A.";
266;495417-3;Andrés;"Sepúlveda Pérez";"Av. Irarrazabal 10750";andres.sepulveda@prueba.org;904139660;titular;495417-3;"Staff Médico";Enfermero/a;;"sin firma";"especial S.A.";
267;278748-2;Daniel;"Araya Araya";"Av. Irarrazabal 7567";daniel.araya@dominiofake.net;959259269;beneficiario;162224-2;Paciente;;;"sin firma";"sinsalud S.A.";
268;369792-4;Marta;"Sepúlveda Flores";"Av. Matta 10614";marta.sepulveda@mailficticio.cl;905971782;titular;369792-4;"Staff Médico";Tens;;"sin firma";"Fundación e imperio";
269;126614-4;Juan;"Contreras Flores";"Av. Macul 7378";juan.contreras@mailficticio.cl;951194132;beneficiario;705431-9;Paciente;;;"sin firma";"Colmena de avispas S.A.";
270;101228-2;Isabel;Flores;"Av. Independencia 11868";isabel.flores@correoexample.com;918456729;titular;101228-2;Paciente;;;"sin firma";"Colmena de avispas S.A.";
271;544872-7;"Miguel Miguel";Araya;"Av. Pajaritos 5102";miguel.araya@dominiofake.net;918174830;titular;544872-7;Paciente;;;"sin firma";FONASA;
272;329421-8;"Miguel Juan";"Sepúlveda Rodríguez";"Av. Independencia 8908";miguel.sepulveda@prueba.org;993521542;beneficiario;606018-8;Paciente;;;"sin firma";"Cruz de Malta S.A.";
273;419681-3;"Miguel Antonio";Valenzuela;"Av. Independencia 772";miguel.valenzuela@correoexample.com;950778542;titular;419681-3;Paciente;;;"sin firma";"Menos vida S.A.";
274;582926-7;Javier;"Morales Soto";"Av. Tobalaba 1692";javier.morales@dominiofake.net;937017454;titular;582926-7;Paciente;;;"sin firma";"Salud Ltda.";
275;297534-3;Lucía;"Contreras Silva";"Av. La Florida 1502";lucia.contreras@mailficticio.cl;907313161;titular;297534-3;Paciente;;;./firma/275;"Colmena de avispas S.A.";
276;633630-2;"Miguel Luis";"Araya Valenzuela";"Av. Vicuña Mackenna 5864";miguel.araya@correoexample.com;971744259;titular;633630-2;Paciente;;;"sin firma";"Menos vida S.A.";
277;286392-8;Carmen;"Rodríguez Morales";"Av. Recoleta 1418";carmen.rodriguez@mailficticio.cl;906710597;beneficiario;559186-4;Paciente;;;"sin firma";"Menos vida S.A.";
278;734330-2;Pedro;"Rojas Soto";"Av. Pajaritos 11478";pedro.rojas@dominiofake.net;991400227;titular;734330-2;Paciente;;;"sin firma";"Colmena de avispas S.A.";
